ArrayID	c Tissue
GSM337245	skin_tissue
GSM337220	skin_tissue
GSM337286	skin_tissue
GSM337315	skin_tissue
GSM337297	skin_tissue
GSM337281	skin_tissue
GSM337203	skin_tissue
GSM337367	skin_tissue
GSM337300	skin_tissue
GSM337279	skin_tissue
GSM337201	skin_tissue
GSM337340	skin_tissue
GSM337325	skin_tissue
GSM337266	skin_tissue
GSM337289	skin_tissue
GSM337224	skin_tissue
GSM337207	skin_tissue
GSM337250	skin_tissue
GSM337326	skin_tissue
GSM337277	skin_tissue
GSM337333	skin_tissue
GSM337307	skin_tissue
GSM337240	skin_tissue
GSM337346	skin_tissue
GSM337317	skin_tissue
GSM337357	skin_tissue
GSM337353	skin_tissue
GSM337228	skin_tissue
GSM337230	skin_tissue
GSM337310	skin_tissue
GSM337219	skin_tissue
GSM337311	skin_tissue
GSM337233	skin_tissue
GSM337363	skin_tissue
GSM337259	skin_tissue
GSM337359	skin_tissue
GSM337341	skin_tissue
GSM337218	skin_tissue
GSM337288	skin_tissue
GSM337272	skin_tissue
GSM337329	skin_tissue
GSM337280	skin_tissue
GSM337246	skin_tissue
GSM337215	skin_tissue
GSM337197	skin_tissue
GSM337200	skin_tissue
GSM337278	skin_tissue
GSM337361	skin_tissue
GSM337231	skin_tissue
GSM337225	skin_tissue
GSM337227	skin_tissue
GSM337216	skin_tissue
GSM337239	skin_tissue
GSM337261	skin_tissue
GSM337206	skin_tissue
GSM337265	skin_tissue
GSM337241	skin_tissue
GSM337287	skin_tissue
GSM337282	skin_tissue
GSM337336	skin_tissue
GSM337262	skin_tissue
GSM337293	skin_tissue
GSM337360	skin_tissue
GSM337309	skin_tissue
GSM337303	skin_tissue
GSM337347	skin_tissue
GSM337322	skin_tissue
GSM337373	skin_tissue
GSM337302	skin_tissue
GSM337356	skin_tissue
GSM337252	skin_tissue
GSM337249	skin_tissue
GSM337299	skin_tissue
GSM337374	skin_tissue
GSM337221	skin_tissue
GSM337290	skin_tissue
GSM337260	skin_tissue
GSM337274	skin_tissue
GSM337198	skin_tissue
GSM337244	skin_tissue
GSM337334	skin_tissue
GSM337301	skin_tissue
GSM337305	skin_tissue
GSM337269	skin_tissue
GSM272770	Human pulmonary lung
GSM272766	Human pulmonary adenocarcinoma
GSM272757	Human pulmonary adenocarcinoma
GSM272763	Human pulmonary adenocarcinoma
GSM272762	Human pulmonary adenocarcinoma
GSM272761	Human pulmonary adenocarcinoma
GSM272769	Human pulmonary adenocarcinoma
GSM272767	Human pulmonary adenocarcinoma
GSM272771	Human pulmonary lung
GSM272765	Human pulmonary adenocarcinoma
GSM272754	Human pulmonary adenocarcinoma
GSM272760	Human pulmonary adenocarcinoma
GSM272756	Human pulmonary adenocarcinoma
GSM272772	Human pulmonary lung
GSM272755	Human pulmonary adenocarcinoma
GSM272764	Human pulmonary adenocarcinoma
GSM272758	Human pulmonary adenocarcinoma
GSM272759	Human pulmonary adenocarcinoma
GSM272768	Human pulmonary adenocarcinoma
GSM336996	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337076	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337058	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337043	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336991	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337007	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337012	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336993	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337000	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337030	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337015	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337032	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337044	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337026	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337035	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337025	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336982	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337045	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336988	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337028	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336977	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337010	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337039	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336987	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337038	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337006	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337062	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337046	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337054	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337033	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336983	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336978	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336997	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337050	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336999	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337077	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336990	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337080	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337047	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336974	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337067	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337002	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336980	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337051	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337072	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336985	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337021	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337022	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337052	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337060	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337073	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336992	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337018	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337042	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336998	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337079	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336994	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337011	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337004	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336976	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337029	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337055	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337074	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336975	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337016	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337065	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337057	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337063	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337027	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337049	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337078	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337064	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337068	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337075	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337040	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336986	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337053	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336979	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337070	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337031	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337008	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337059	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337037	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337003	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337041	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337066	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337069	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337019	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337048	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337013	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337024	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337023	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336981	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337036	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337071	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337017	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336989	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337009	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336995	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337061	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337020	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337014	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337001	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337056	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337005	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM336984	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM337034	bone marrow or peripheral blood sample from child with acute lymphoblastic leukemia
GSM467899	Fibroblast from aborted human triploid fetus
GSM467898	Fibroblast from aborted human triploid fetus
GSM467905	Fibroblast
GSM467897	Fibroblast from aborted human triploid fetus
GSM467895	Fibroblast from aborted human triploid fetus
GSM467904	Fibroblast
GSM467906	Fibroblast
GSM467901	Fibroblast from human triploid fetus
GSM467902	Fibroblast from human triploid fetus
GSM467903	Fibroblast from human fetus
GSM467907	Fibroblast from human fetus
GSM467894	Fibroblast from aborted human triploid fetus
GSM467896	Fibroblast from aborted human triploid fetus
GSM467908	Fibroblast from human fetus
GSM467900	Fibroblast from human triploid fetus
GSM146685	Human Prostate Cancer, Metastatic Tissue Sample
GSM146683	Human Prostate Cancer, Non-metastatic Tissue Sample
GSM341453	SJS blister cells
GSM344557	SJS blister cells
GSM344541	SJS blister cells
GSM344552	SJS blister cells
GSM344536	SJS blister cells
GSM148457	IMR-32_pCMV-SQSTM1_48hr
GSM148454	IMR-32_pCMV_48hr
GSM148455	IMR-32_pCMV-DPP3_48hr
GSM148458	IMR-32_pCMV-SQSTM1_48hr
GSM148453	IMR-32_pCMV_48hr
GSM148456	IMR-32_pCMV-DPP3_48hr
GSM327356	MSCs Exposed to Keratinocyte Condition Medium for 30 days
GSM327357	MSCs Exposed to Keratinocyte Condition Medium for 30 days
GSM327396	MSCs Exposed to Keratinocyte Growth Medium for 30 days
GSM327401	MSCs Exposed to Keratinocyte Growth Medium for 30 days
GSM327399	MSCs Exposed to Keratinocyte Growth Medium for 30 days
GSM327260	MSCs  Exposed to Keratinocyte Condition Medium for 30 days
GSM288882	hepatocellular carcinoma cell line HEPG2 (1ug)
GSM288812	pooled, unfertilized mature human MII oocytes
GSM288876	pooled, unfertilized mature human MII oocytes
GSM288877	pooled, unfertilized mature human MII oocytes
GSM437153	Moffitt Cancer Center
GSM437111	Moffitt Cancer Center
GSM437099	Moffitt Cancer Center
GSM437145	Moffitt Cancer Center
GSM437181	Moffitt Cancer Center
GSM437127	Moffitt Cancer Center
GSM437178	Moffitt Cancer Center
GSM437162	Moffitt Cancer Center
GSM437123	Moffitt Cancer Center
GSM437165	Moffitt Cancer Center
GSM274950	809
GSM275041	819
GSM274905	674
GSM274934	1045
GSM274929	459
GSM274926	538
GSM274921	1034
GSM275072	1007
GSM275005	821
GSM274917	1023
GSM286870	791
GSM275033	722
GSM286882	1024
GSM274985	702
GSM274898	704
GSM275017	1055
GSM286855	570
GSM286889	1994
GSM275058	671
GSM274960	482
GSM275075	1041
GSM274975	462
GSM274977	550
GSM275071	1004
GSM286867	2002
GSM286890	2095
GSM274953	428
GSM286876	439
GSM275013	642
GSM275056	664
GSM274988	753
GSM275036	726
GSM275020	1060
GSM275008	803
GSM274944	672
GSM274914	872
GSM274930	470
GSM274949	874
GSM274904	747
GSM286879	1920
GSM274933	1043
GSM275026	421
GSM274927	617
GSM286883	1053
GSM275007	681
GSM274909	572
GSM275039	816
GSM275009	995
GSM274979	633
GSM274947	860
GSM286866	1989
GSM275002	652
GSM286871	994
GSM286888	1991
GSM275046	1009
GSM274967	835
GSM275069	856
GSM274895	549
GSM274912	695
GSM286877	2020
GSM286856	621
GSM275067	854
GSM274991	795
GSM274984	700
GSM275063	808
GSM275032	717
GSM286865	1942
GSM274993	832
GSM274998	541
GSM274942	668
GSM274931	492
GSM275035	725
GSM274954	432
GSM286874	1949
GSM286852	777
GSM274900	756
GSM274973	661
GSM274937	1008
GSM286868	1992
GSM275068	855
GSM274908	688
GSM274902	841
GSM274963	524
GSM286862	1948
GSM274939	529
GSM275027	823
GSM274910	744
GSM274907	565
GSM286873	824
GSM275010	1000
GSM275053	528
GSM274995	996
GSM274974	839
GSM275021	1059
GSM286878	1946
GSM274913	701
GSM275060	684
GSM275042	820
GSM274956	438
GSM275057	682
GSM286875	1993
GSM274980	678
GSM275006	847
GSM274918	1026
GSM274959	479
GSM275070	1001
GSM286864	2092
GSM274922	1037
GSM275051	460
GSM275028	676
GSM274999	645
GSM274965	618
GSM286884	546
GSM274978	577
GSM274955	433
GSM275012	545
GSM274961	523
GSM274971	627
GSM286869	691
GSM274968	481
GSM275065	834
GSM274976	543
GSM275074	1054
GSM275054	615
GSM286853	789
GSM275040	817
GSM274936	1005
GSM274983	730
GSM274925	415
GSM274897	689
GSM274911	711
GSM275025	413
GSM274945	687
GSM274919	1027
GSM286891	2001
GSM286887	1990
GSM275073	1018
GSM274906	742
GSM275049	458
GSM274996	779
GSM286861	1943
GSM274920	1031
GSM286860	1941
GSM274916	1021
GSM275000	533
GSM275045	875
GSM274964	616
GSM275066	838
GSM275052	491
GSM275018	1057
GSM274896	553
GSM274981	692
GSM275011	544
GSM274899	694
GSM275037	771
GSM274901	547
GSM274969	619
GSM275003	800
GSM274952	424
GSM274997	912
GSM286892	2018
GSM274928	434
GSM274948	807
GSM275038	772
GSM275030	710
GSM274932	1039
GSM286880	998
GSM274957	446
GSM286859	1935
GSM286863	2019
GSM274935	1049
GSM274943	669
GSM275016	1051
GSM286857	1921
GSM275029	709
GSM286881	1006
GSM275061	748
GSM275043	840
GSM275050	449
GSM286858	1923
GSM274994	836
GSM274970	626
GSM274958	477
GSM275044	858
GSM275001	644
GSM275064	831
GSM275015	714
GSM275022	1061
GSM286885	638
GSM275031	712
GSM274946	810
GSM286872	1924
GSM275014	646
GSM275062	751
GSM286854	484
GSM275055	625
GSM274962	517
GSM274986	731
GSM274972	660
GSM274982	698
GSM274923	1038
GSM274941	663
GSM275034	724
GSM251577	Embryonic Stem Cells, Cell line
GSM251571	Embryonic Stem Cells, Cell line
GSM251578	Embryonic Stem Cells, Cell line
GSM251580	Embryonic Stem Cells, Cell line
GSM251581	Embryonic Stem Cells, Cell line
GSM251563	Embryonic Stem Cells, Cell line
GSM251573	Embryonic Stem Cells, Cell line
GSM251575	Embryonic Stem Cells, Cell line
GSM251579	Embryonic Stem Cells, Cell line
GSM251570	Embryonic Stem Cells, Cell line
GSM251574	Embryonic Stem Cells, Cell line
GSM251567	Embryonic Stem Cells, Cell line
GSM251564	Embryonic Stem Cells, Cell line
GSM251576	Embryonic Stem Cells, Cell line
GSM251572	Embryonic Stem Cells, Cell line
GSM251566	Embryonic Stem Cells, Cell line
GSM251562	Embryonic Stem Cells, Cell line
GSM180389	pSS whole saliva freezed -80 right after colloection
GSM180373	whole saliva freezed -80 right after colloection
GSM180372	whole saliva freezed -80 right after colloection
GSM180388	pSS whole saliva freezed -80 right after colloection
GSM180381	pSS whole saliva freezed -80 right after colloection
GSM180379	whole saliva freezed -80 right after colloection
GSM180380	whole saliva freezed -80 right after colloection
GSM180377	whole saliva freezed -80 right after colloection
GSM180378	whole saliva freezed -80 right after colloection
GSM178746	whole saliva freezed -80 right after colloection
GSM180382	pSS whole saliva freezed -80 right after colloection
GSM180374	whole saliva freezed -80 right after colloection
GSM180384	pSS whole saliva freezed -80 right after colloection
GSM180375	whole saliva freezed -80 right after colloection
GSM180386	pSS whole saliva freezed -80 right after colloection
GSM180383	pSS whole saliva freezed -80 right after colloection
GSM180376	whole saliva freezed -80 right after colloection
GSM180390	pSS whole saliva freezed -80 right after colloection
GSM180385	pSS whole saliva freezed -80 right after colloection
GSM180387	pSS whole saliva freezed -80 right after colloection
GSM366607	CS1 null OPM2 cell total mRNA transcripts
GSM366609	CS1 null OPM2 cell total mRNA transcripts
GSM366610	CS1 null OPM2 cell total mRNA transcripts
GSM366608	CS1 null OPM2 cell total mRNA transcripts
GSM366611	U266 control cell total mRNA transcripts
GSM366605	OPM2 control cell total mRNA transcripts
GSM366613	CS1-overexpressing U266 cell total mRNA transcripts
GSM366612	U266 control cell total mRNA transcripts
GSM366614	CS1-overexpressing U266 cell total mRNA transcripts
GSM366606	OPM2 control cell total mRNA transcripts
GSM320623	Breast cancer
GSM320591	Breast cancer
GSM320593	Breast cancer
GSM320592	Breast cancer
GSM320590	Breast cancer
GSM143547	Human Liver
GSM143553	Human Liver
GSM138620	HCC cell line
GSM143546	Human Liver
GSM143551	Human Liver
GSM143549	Human Liver
GSM138595	human liver
GSM143550	Human Liver
GSM139131	Human Liver
GSM138596	human liver
GSM143552	Human Liver
GSM143548	Human Liver
GSM143545	Human Liver
GSM156753	Vastus lateralis muscle
GSM156511	Vastus lateralis muscle
GSM156949	Vastus lateralis muscle
GSM156946	Vastus lateralis muscle
GSM156512	Vastus lateralis muscle
GSM156186	Vastus lateralis muscle
GSM156948	Vastus lateralis muscle
GSM156750	Vastus lateralis muscle
GSM156752	Vastus lateralis muscle
GSM480485	GCT patient case
GSM480489	GCT patient case
GSM480483	GCT patient case
GSM480487	GCT patient case
GSM480488	GCT patient case
GSM480480	GCT patient case
GSM480484	GCT patient case
GSM480490	GCT patient case
GSM480482	GCT patient case
GSM480492	GCT patient case
GSM480486	GCT patient case
GSM480481	GCT patient case
GSM480491	GCT patient case
GSM139220	Cervical carcinoma
GSM139217	Cervical carcinoma
GSM139219	Cervical carcinoma
GSM139222	Cervical carcinoma
GSM139218	Cervical carcinoma
GSM139221	Cervical carcinoma
GSM422113	peripheral blood monocytes, CD16+
GSM422112	peripheral blood monocytes, CD16-
GSM422114	peripheral blood monocytes, CD16+
GSM422111	peripheral blood monocytes, CD16-
GSM422110	peripheral blood monocytes, CD16-
GSM422116	peripheral blood monocytes, CD16+
GSM422115	peripheral blood monocytes, CD16+
GSM422109	peripheral blood monocytes, CD16-
GSM243737	Human Mammary Epithelial Cell
GSM243752	Human Mammary Epithelial Cell
GSM243749	Human Mammary Epithelial Cell
GSM243756	Human Mammary Epithelial Cell
GSM243747	Human Mammary Epithelial Cell
GSM243735	Human Mammary Epithelial Cell
GSM243744	Human Mammary Epithelial Cell
GSM243748	Human Mammary Epithelial Cell
GSM243734	Human Mammary Epithelial Cell
GSM243757	Human Mammary Epithelial Cell
GSM243741	Human Mammary Epithelial Cell
GSM243745	Human Mammary Epithelial Cell
GSM243739	Human Mammary Epithelial Cell
GSM243742	Human Mammary Epithelial Cell
GSM243751	Human Mammary Epithelial Cell
GSM243733	Human Mammary Epithelial Cell
GSM243750	Human Mammary Epithelial Cell
GSM243754	Human Mammary Epithelial Cell
GSM243746	Human Mammary Epithelial Cell
GSM243731	Human Mammary Epithelial Cell
GSM243759	Human Mammary Epithelial Cell
GSM243740	Human Mammary Epithelial Cell
GSM243755	Human Mammary Epithelial Cell
GSM243730	Human Mammary Epithelial Cell
GSM243738	Human Mammary Epithelial Cell
GSM243736	Human Mammary Epithelial Cell
GSM243758	Human Mammary Epithelial Cell
GSM243732	Human Mammary Epithelial Cell
GSM243743	Human Mammary Epithelial Cell
GSM276734	human melanoma, melphalan
GSM276723	human melanoma, temozolomide, melphalan
GSM276728	human melanoma, temozolomide, melphalan
GSM276737	human melanoma, temozolomide, melphalan
GSM276756	human melanoma, temozolomide, melphalan
GSM276749	human melanoma, melphalan
GSM276727	human melanoma, temozolomide, melphalan
GSM276765	human melanoma, melphalan
GSM276769	human melanoma, melphalan
GSM276741	human melanoma, melphalan
GSM276771	human melanoma, melphalan
GSM276733	human melanoma, melphalan
GSM276754	human melanoma, temozolomide, melphalan
GSM276730	human melanoma, melphalan
GSM276736	human melanoma, temozolomide, melphalan
GSM276767	human melanoma, melphalan
GSM276757	human melanoma, melphalan
GSM276740	human melanoma, temozolomide, melphalan
GSM276755	human melanoma, melphalan
GSM276750	human melanoma, melphalan
GSM276761	human melanoma, melphalan
GSM276748	human melanoma, temozolomide, melphalan
GSM276731	human melanoma, temozolomide, melphalan
GSM276759	human melanoma, temozolomide, melphalan
GSM276732	human melanoma, temozolomide, melphalan
GSM276746	human melanoma, melphalan
GSM276770	human melanoma, melphalan
GSM276724	human melanoma, temozolomide, melphalan
GSM276743	human melanoma, temozolomide, melphalan
GSM276766	human melanoma, melphalan
GSM276738	human melanoma, temozolomide, melphalan
GSM276742	human melanoma, temozolomide, melphalan
GSM276763	human melanoma, melphalan
GSM276747	human melanoma, temozolomide, melphalan
GSM276768	human melanoma, melphalan
GSM276735	human melanoma, temozolomide, melphalan
GSM276745	human melanoma, temozolomide, melphalan
GSM276751	human melanoma, melphalan
GSM276729	human melanoma, temozolomide, melphalan
GSM276725	human melanoma, temozolomide, melphalan
GSM276753	human melanoma, melphalan
GSM276726	human melanoma, temozolomide, melphalan
GSM276739	human melanoma, temozolomide, melphalan
GSM276762	human melanoma, melphalan
GSM276772	human melanoma, melphalan
GSM276744	human melanoma, temozolomide, melphalan
GSM276764	human melanoma, melphalan
GSM276760	human melanoma, melphalan
GSM276758	human melanoma, temozolomide, melphalan
GSM276752	human melanoma, temozolomide, melphalan
GSM290414	platelet from control
GSM290405	platelet from sickle cell patient
GSM290418	platelet from control
GSM290408	platelet from sickle cell patient
GSM290420	platelet from control
GSM290400	platelet from sickle cell patient
GSM290411	platelet from sickle cell patient
GSM290425	platelet from control
GSM290423	platelet from control
GSM290396	platelet from sickle cell patient
GSM290422	platelet from control
GSM290417	platelet from control
GSM290397	platelet from sickle cell patient
GSM290404	platelet from sickle cell patient
GSM290412	platelet from sickle cell patient
GSM290419	platelet from control
GSM290421	platelet from control
GSM290413	platelet from sickle cell patient
GSM290399	platelet from sickle cell patient
GSM290398	platelet from sickle cell patient
GSM290416	platelet from control
GSM290424	platelet from control
GSM290406	platelet from sickle cell patient
GSM290410	platelet from sickle cell patient
GSM290403	platelet from sickle cell patient
GSM290402	platelet from sickle cell patient
GSM290401	platelet from sickle cell patient
GSM290409	platelet from sickle cell patient
GSM290407	platelet from sickle cell patient
GSM290415	platelet from control
GSM475710	frozen tissue
GSM475688	frozen tissue
GSM475661	frozen tissue
GSM475797	frozen tissue
GSM475666	frozen tissue
GSM475769	frozen tissue
GSM475764	frozen tissue
GSM475810	frozen tissue
GSM475760	frozen tissue
GSM475724	frozen tissue
GSM475674	frozen tissue
GSM475678	frozen tissue
GSM475766	frozen tissue
GSM475767	frozen tissue
GSM475803	frozen tissue
GSM475790	frozen tissue
GSM475712	frozen tissue
GSM475708	frozen tissue
GSM475751	frozen tissue
GSM475656	frozen tissue
GSM475800	frozen tissue
GSM475706	frozen tissue
GSM475659	frozen tissue
GSM475703	frozen tissue
GSM475799	frozen tissue
GSM475793	frozen tissue
GSM475808	frozen tissue
GSM475743	frozen tissue
GSM475763	frozen tissue
GSM475806	frozen tissue
GSM475669	frozen tissue
GSM475702	frozen tissue
GSM475771	frozen tissue
GSM475721	frozen tissue
GSM475728	frozen tissue
GSM475677	frozen tissue
GSM475657	frozen tissue
GSM475802	frozen tissue
GSM475711	frozen tissue
GSM475762	frozen tissue
GSM475682	frozen tissue
GSM475731	frozen tissue
GSM475690	frozen tissue
GSM475791	frozen tissue
GSM475709	frozen tissue
GSM475698	frozen tissue
GSM475752	frozen tissue
GSM475755	frozen tissue
GSM475725	frozen tissue
GSM475715	frozen tissue
GSM475804	frozen tissue
GSM475765	frozen tissue
GSM475780	frozen tissue
GSM475723	frozen tissue
GSM475753	frozen tissue
GSM475801	frozen tissue
GSM475701	frozen tissue
GSM475720	frozen tissue
GSM475747	frozen tissue
GSM475757	frozen tissue
GSM475777	frozen tissue
GSM475658	frozen tissue
GSM475738	frozen tissue
GSM475749	frozen tissue
GSM475792	frozen tissue
GSM475685	frozen tissue
GSM475687	frozen tissue
GSM475696	frozen tissue
GSM475665	frozen tissue
GSM475722	frozen tissue
GSM475742	frozen tissue
GSM475809	frozen tissue
GSM475783	frozen tissue
GSM475740	frozen tissue
GSM475714	frozen tissue
GSM475745	frozen tissue
GSM475739	frozen tissue
GSM475732	frozen tissue
GSM475695	frozen tissue
GSM475717	frozen tissue
GSM475704	frozen tissue
GSM475781	frozen tissue
GSM475733	frozen tissue
GSM475692	frozen tissue
GSM475735	frozen tissue
GSM475741	frozen tissue
GSM475697	frozen tissue
GSM475700	frozen tissue
GSM475675	frozen tissue
GSM475807	frozen tissue
GSM475663	frozen tissue
GSM475730	frozen tissue
GSM475670	frozen tissue
GSM475664	frozen tissue
GSM475686	frozen tissue
GSM475713	frozen tissue
GSM475788	frozen tissue
GSM475689	frozen tissue
GSM475779	frozen tissue
GSM475761	frozen tissue
GSM475681	frozen tissue
GSM475811	frozen tissue
GSM475786	frozen tissue
GSM475773	frozen tissue
GSM475694	frozen tissue
GSM475744	frozen tissue
GSM475693	frozen tissue
GSM475754	frozen tissue
GSM475667	frozen tissue
GSM475676	frozen tissue
GSM475772	frozen tissue
GSM475673	frozen tissue
GSM475782	frozen tissue
GSM475729	frozen tissue
GSM475756	frozen tissue
GSM475736	frozen tissue
GSM475699	frozen tissue
GSM475759	frozen tissue
GSM475774	frozen tissue
GSM475672	frozen tissue
GSM475794	frozen tissue
GSM475748	frozen tissue
GSM475775	frozen tissue
GSM475691	frozen tissue
GSM475785	frozen tissue
GSM475660	frozen tissue
GSM475680	frozen tissue
GSM475734	frozen tissue
GSM475789	frozen tissue
GSM475778	frozen tissue
GSM475768	frozen tissue
GSM475726	frozen tissue
GSM475716	frozen tissue
